id,module,name,kind,display_name,display_category,food_type,item_type,tags,nutrition_source,calories,carbohydrates,lipids,proteins,hunger_change,thirst_change,days_fresh,days_totally_rotten,cant_be_frozen,is_cookable,minutes_to_cook,minutes_to_burn,dangerous_uncooked,packaged,canned_food,cant_eat,spice,good_hot,bad_cold,unhappy_change,boredom_change,stress_change,fatigue_change,endurance_change,food_sickness_change,poison_power,alcohol_power,evolved_recipe,evolved_recipe_name,replace_on_cooked,replace_on_rotten,replace_on_use,on_cooked,on_eat,fluid_capacity,fluid_ids,weight,replace_on_deplete,source_file,source_line
Base.JuiceBoxOrange,Base,JuiceBoxOrange,fluid_container,Juice Box,Food,,base:normal,,fluid:JuiceOrange,400.0,120.0,0.0,0.0,-10.0,-30.0,,,,,,,,,,,,,,-50,,-20,0.0,,,,,,,,,,,,0.2,JuiceOrange,0.1,,items/normal.txt,6845
Base.JuiceCranberry,Base,JuiceCranberry,fluid_container,Bottle,Food,,base:normal,,fluid:JuiceCranberry,400.0,100.0,0.0,0.0,-10.0,-30.0,,,,,,,,true,,,,,,-50,,-20,0.0,,,,,,,,,,,,1.0,JuiceCranberry,0.1,,items/normal.txt,6868
Base.JuiceFruitpunch,Base,JuiceFruitpunch,fluid_container,Bottle,Food,,base:normal,,fluid:JuiceFruitpunch,400.0,100.0,0.0,0.0,-10.0,-30.0,,,,,,,,true,,,,,,-50,,-20,0.0,,,,,,,,,,,,1.0,JuiceFruitpunch,0.1,,items/normal.txt,6892
Base.JuiceGrape,Base,JuiceGrape,fluid_container,Bottle,Food,,base:normal,,fluid:JuiceGrape,400.0,120.0,0.0,0.0,-10.0,-30.0,,,,,,,,true,,,,,,-50,,-20,0.0,,,,,,,,,,,,1.0,JuiceGrape,0.1,,items/normal.txt,6916
Base.JuiceLemon,Base,JuiceLemon,fluid_container,Bottle,Food,,base:normal,,fluid:JuiceLemon,400.0,120.0,0.0,0.0,-10.0,-30.0,,,,,,,,true,,,,,,-50,,-20,0.0,,,,,,,,,,,,1.0,JuiceLemon,0.1,,items/normal.txt,6940
Base.JuiceOrange,Base,JuiceOrange,fluid_container,Bottle,Food,,base:normal,,fluid:JuiceOrange,400.0,120.0,0.0,0.0,-10.0,-30.0,,,,,,,,true,,,,,,-50,,-20,0.0,,,,,,,,,,,,1.0,JuiceOrange,0.1,,items/normal.txt,6964
Base.JuiceTomato,Base,JuiceTomato,fluid_container,Bottle,Food,,base:normal,,fluid:JuiceTomato,420.0,130.0,0.0,0.0,-10.0,-30.0,,,,,,,,true,,,,,,-50,,-20,0.0,,,,,,,,,,,,1.0,JuiceTomato,0.1,,items/normal.txt,6988
Base.Jujubes,Base,Jujubes,food,Jujubes,Food,Candy,base:food,,food_keys,40.0,10.0,0.5,0.0,-5.0,,,,,,,,,,,,,,,-10,,,,,,,,Cake:5;ConeIcecream:5,Jujube,,,,,,,,0.1,,items/food.txt,12180
Base.Kale,Base,Kale,food,Kale,Food,Greens,base:food,base:hideuncooked,food_keys,178.0,41.41,0.71,9.14,-16.0,-10.0,3,5,,true,5,20,,,,,,true,,,,,,,,,,Pizza:8;Omelette:8;Soup:8;Stew:8;Pie:8;Stir fry:8;Salad:8;Rice:8;Pasta:8;Sandwich:8;Burger:8,,,,,,,,,0.2,,items/food.txt,14414
Base.Ketchup,Base,Ketchup,food,Ketchup,Food,NoExplicit,base:food,,food_keys,1480.0,370.0,0.0,0.0,-20.0,,,,true,,,,,true,,,true,,,30,,,,,,,,Sandwich:2;Burger:2;Hotdog:2;Rice:2;Pasta:2;Taco:2;Burrito:2,,,,,,,,,0.2,,items/food.txt,13176
Base.Kettle,Base,Kettle,fluid_container,Kettle,Cooking,,base:normal,base:cookable;base:hasmetal;base:smeltableironsmall,food_keys,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,1.0,,items/normal.txt,4105
Base.Kettle_Copper,Base,Kettle_Copper,fluid_container,Copper Kettle,Cooking,,base:normal,base:cookable;base:hasmetal;base:scraplargecopper,food_keys,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,1.0,,items/normal.txt,4130
Base.KnapsackSprayer,Base,KnapsackSprayer,fluid_container,Backpack Sprayer,Accessory,,base:clothing,base:sprayer;base:hasmetal;base:replaceprimary;base:equippable,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,5.0,,items/clothing.txt,24538
Base.KnapsackSprayer_Stowed,Base,KnapsackSprayer_Stowed,fluid_container,Backpack Sprayer (Stowed),Accessory,,base:clothing,base:sprayer;base:hasmetal;base:equippable,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,5.0,,items/clothing.txt,24569
Base.Ladybug,Base,Ladybug,food,Ladybug,Food,,base:food,,food_keys,1.5,0.0,0.05,0.25,-1.0,,14,21,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,0.01,,items/food.txt,8293
Base.Lantern_CraftedElectric,Base,Lantern_CraftedElectric,drainable,Improvised Electric Lantern,LightSource,,base:drainable,base:flashlight;base:hasmetal;base:ignorezombiedensity,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1365
Base.Lantern_Hurricane,Base,Lantern_Hurricane,drainable,Hurricane Lantern,LightSource,,base:drainable,base:unlitlantern;base:smeltablesteellarge,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1147
Base.Lantern_HurricaneLit,Base,Lantern_HurricaneLit,drainable,Hurricane Lantern (Lit),LightSource,,base:drainable,base:litlantern,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1123
Base.Lantern_Hurricane_Copper,Base,Lantern_Hurricane_Copper,drainable,Hurricane Lantern - Copper,LightSource,,base:drainable,base:scraplargecopper;base:unlitlantern,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1191
Base.Lantern_Hurricane_CopperLit,Base,Lantern_Hurricane_CopperLit,drainable,Hurricane Lantern - Copper (Lit),LightSource,,base:drainable,base:litlantern,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1167
Base.Lantern_Hurricane_Forged,Base,Lantern_Hurricane_Forged,drainable,Hurricane Lantern,LightSource,,base:drainable,base:scraplargesteel;base:unlitlantern,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1235
Base.Lantern_Hurricane_ForgedLit,Base,Lantern_Hurricane_ForgedLit,drainable,Hurricane Lantern (Lit),LightSource,,base:drainable,base:litlantern,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1211
Base.Lantern_Hurricane_Gold,Base,Lantern_Hurricane_Gold,drainable,Hurricane Lantern - Gold,LightSource,,base:drainable,base:goldscrap;base:unlitlantern,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1279
Base.Lantern_Hurricane_GoldLit,Base,Lantern_Hurricane_GoldLit,drainable,Hurricane Lantern - Gold (Lit),LightSource,,base:drainable,base:litlantern,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1255
Base.Lantern_Hurricane_Silver,Base,Lantern_Hurricane_Silver,drainable,Hurricane Lantern - Silver,LightSource,,base:drainable,base:silverscrap;base:unlitlantern,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1323
Base.Lantern_Hurricane_SilverLit,Base,Lantern_Hurricane_SilverLit,drainable,Hurricane Lantern - Silver (Lit),LightSource,,base:drainable,base:litlantern,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1299
Base.Lantern_Propane,Base,Lantern_Propane,drainable,Propane Lantern,LightSource,,base:drainable,,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,items/drainable.txt,1343
Base.Lard,Base,Lard,food,Lard,Food,NoExplicit,base:food,base:bakingfat,food_keys,4095.0,0.0,454.0,0.0,-24.0,,,,,,,,,true,,,true,,,30,,,,,,,,Sandwich:2;Stir fry:4;Pasta:4;Taco:2;Burrito:2;Toast:2;Soup:4;Stew:4,,,,,,,,,0.3,,items/food.txt,13200
Base.LargemouthBass,Base,LargemouthBass,food,Largemouth Bass,Food,,base:food,base:fishmeat;base:uncutfish,food_keys,159.0,1.0,1.0,35.0,-15.0,,4,8,,true,20,60,true,,,,,true,true,20,,,,,,,,,,,,,,,,,0.4,,items/food.txt,7080
Base.Lavender,Base,Lavender,food,Lavender,Food,Herb,base:food,base:herbaltea,food_keys,0.1,0.0,0.0,0.0,-1.0,,6,10,,,,,,,,,true,,,,,-1,,,,,,Salad:1;HotDrink:1,,,,,,,,,0.1,,items/food.txt,1847
Base.LavenderPetalsDried,Base,LavenderPetalsDried,food,Lavender Petals (Dried),Food,Herb,base:food,base:herbaltea,food_keys,0.1,0.0,0.0,0.0,-1.0,,,,,,,,,,,,true,,,,,-1,,,,,,Salad:1;HotDrink:1,,,,,,,,,0.1,,items/food.txt,1869
Base.Leech,Base,Leech,food,Leech,Food,,base:food,,food_keys,90.0,2.11,1.9,17.41,-1.0,,2,4,,true,5,25,true,,,,,,,20,,,,,,,,AddBaitToChum:2,,,,,,,,,0.1,,items/food.txt,7030
Base.Leek,Base,Leek,food,Leek,Food,Vegetables,base:food,,food_keys,54.0,140.0,0.3,1.3,-12.0,-5.0,5,8,,true,10,30,,,,,,true,,5,,,,,,,,Omelette:6;Soup:12;Stew:12;Pie:12;Stir fry:12;Salad:6;Rice:12;Pasta:12,,,,,,,,,0.2,,items/food.txt,14440
Base.Lemon,Base,Lemon,food,Lemon,Food,Citrus,base:food,base:herbaltea,food_keys,17.0,5.41,0.17,0.64,-10.0,-5.0,7,9,,,,,,,,,true,,,,,,,,,,,HotDrink:2;Cake:5;FruitSalad:5;Pancakes:5;Muffin:5;PieSweet:5;Stir fry:5;Soup:10;Taco:2;Burrito:2,,,,,,,,,0.2,,items/food.txt,8783
Base.LemonBar,Base,LemonBar,food,Lemon Bar,Food,,base:food,,food_keys,156.0,22.0,11.0,2.0,-7.0,,3,5,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2310
Base.LemonGrass,Base,LemonGrass,food,Lemongrass,Food,Herb,base:food,base:herbaltea;base:iscutting;base:isseed,food_keys,0.1,0.0,0.0,0.0,-1.0,,6,10,,,,,,,,,true,,,,,,,,-12,,,Soup:1;Stew:1;Stir fry:1;Rice:1;HotDrink:1,,,,,,,,,0.1,,items/food.txt,7830
Base.Lettuce,Base,Lettuce,food,Lettuce,Food,Greens,base:food,,food_keys,54.0,10.33,0.54,4.9,-15.0,-7.0,3,5,,,,,,,,,,,,,,,,,,,,Sandwich:3;Burger:3;Hotdog:3;Salad:5;Taco:3;Burrito:3,,,,,,,,,0.2,,items/food.txt,14467
Base.LicoriceBlack,Base,LicoriceBlack,food,Licorice,Food,Candy,base:food,,food_keys,22.0,7.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,-5,,,,,,,,ConeIcecream:2,,,,,,,,,0.1,,items/food.txt,12199
Base.LicoriceRed,Base,LicoriceRed,food,Licorice,Food,Candy,base:food,,food_keys,22.0,7.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,-5,,,,,,,,ConeIcecream:2,,,,,,,,,0.1,,items/food.txt,12217
Base.Lighter,Base,Lighter,drainable,Lighter,FireSource,,base:drainable,base:hasmetal;base:lighter;base:startfire;base:lessfull;base:refillablelighter,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/drainable.txt,712
Base.LighterBBQ,Base,LighterBBQ,drainable,Lighter - BBQ,FireSource,,base:drainable,base:hasmetal;base:lighter;base:startfire;base:lessfull,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,items/drainable.txt,1755
Base.LighterDisposable,Base,LighterDisposable,drainable,Lighter - Disposable,FireSource,,base:drainable,base:hasmetal;base:lighter;base:startfire;base:lessfull,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/drainable.txt,736
Base.LighterFluid,Base,LighterFluid,drainable,Lighter Fluid,Household,,base:drainable,base:hasmetal;base:lighterfluid,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,items/drainable.txt,758
Base.Lighter_Battery,Base,Lighter_Battery,drainable,Lighter - Improvised Battery,FireSource,,base:drainable,base:hasmetal;base:lighter;base:startfire,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/drainable.txt,2393
Base.Lime,Base,Lime,food,Lime,Food,Citrus,base:food,base:herbaltea,food_keys,17.0,5.41,0.17,0.64,-10.0,-5.0,7,9,,,,,,,,,true,,,,,,,,,,,HotDrink:2;Cake:5;FruitSalad:2;Pancakes:2;Muffin:5;PieSweet:5;Stir fry:5;Soup:10;Taco:2;Burrito:2,,,,,,,,,0.2,,items/food.txt,8806
Base.Lipstick,Base,Lipstick,drainable,Lipstick,Appearance,,base:drainable,,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,items/drainable.txt,158
Base.Lobster,Base,Lobster,food,Lobster,Food,Seafood,base:food,,food_keys,120.0,0.0,7.0,28.0,-40.0,,2,4,,true,30,60,true,,,,,true,,,,,,,,,,Taco:5|Cooked;Burrito:10|Cooked;Pizza:10;Soup:20;Stew:20;Pie:10;Stir fry:20;Sandwich:5|Cooked;Burger:10|Cooked;Salad:5|Cooked;Rice:20;Pasta:20,,,,,,,,,0.4,,items/food.txt,6883
Base.Lollipop,Base,Lollipop,food,Lollipop,Food,,base:food,,food_keys,40.0,10.0,0.5,0.0,-5.0,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.1,,items/food.txt,12235
Base.Macandcheese,Base,Macandcheese,food,Mac and Cheese,Food,,base:food,,food_keys,690.0,126.0,12.0,21.0,,,180,365,,,,,,true,,true,,,,,,,,,,,,,,,,,,,,,0.5,,items/food.txt,4918
Base.Macaroni,Base,Macaroni,food,Macaroni,Food,Pasta,base:food,base:pasta;base:driedfood,food_keys,3360.0,656.0,16.0,112.0,-60.0,60.0,,,,,,,,true,,,,,,40,,,,,,,,Soup:10;Stew:10,,,,,,,,,2.0,,items/food.txt,4937
Base.Maggots,Base,Maggots,food,Maggots,Food,Insect,base:food,base:vermin;base:nocookingxp,food_keys,1.5,0.0,0.05,0.25,-1.0,,14,21,,true,5,25,,,,,,,,20,,,,,,,,AddBaitToChum:1,,,,,,,,,0.01,,items/food.txt,8311
Base.MagnesiumFirestarter,Base,MagnesiumFirestarter,drainable,Magnesium Firestarter,Camping,,base:drainable,base:startfire;base:hasmetal,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/drainable.txt,770
Base.MakeupEyeshadow,Base,MakeupEyeshadow,drainable,Eye Makeup,Appearance,,base:drainable,,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/drainable.txt,173
Base.MakeupFoundation,Base,MakeupFoundation,drainable,Foundation Makeup,Appearance,,base:drainable,,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,items/drainable.txt,185
Base.Maki,Base,Maki,food,Maki,Food,,base:food,,food_keys,12.0,5.0,1.0,2.0,-10.0,,2,4,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,0.1,,items/food.txt,10463
Base.Mango,Base,Mango,food,Mango,Food,Fruits,base:food,,food_keys,252.0,78.7,1.09,3.89,-20.0,-13.0,6,14,,,,,,,,,,,,,,,,,,,,Cake:10;FruitSalad:10;Pancakes:10;Muffin:10;PieSweet:10;Oatmeal:5,,,,,,,,,0.3,,items/food.txt,8829
Base.MapleSyrup,Base,MapleSyrup,food,Maple Syrup,Food,NoExplicit,base:food,,food_keys,1100.0,270.0,0.0,0.0,-45.0,,,,true,,,,,true,,,true,,,-20,,,,,,,,Pancakes:3;ConeIcecream:3;Oatmeal:3,,,,,,,,,0.2,,items/food.txt,13221
Base.Margarine,Base,Margarine,food,Margarine,Food,NoExplicit,base:food,base:bakingfat;base:minoringredient,food_keys,3255.0,4.0,368.0,1.0,-24.0,,,,,,,,,true,,,true,,,20,,,,,,,,Pancakes:4;Sandwich:4;Stir fry:4;Pasta:4;Taco:4;Burrito:4;Toast:4;Oatmeal:4;Soup:4;Stew:4,,,,,,,,,0.3,,items/food.txt,13245
Base.Marigold,Base,Marigold,food,Marigold,Food,Herb,base:food,base:iscutting;base:isseed;base:herbaltea,food_keys,0.1,0.0,0.0,0.0,-1.0,,6,10,,,,,,,,,true,,,,,,,,,,,Salad:1;HotDrink:1,,,,,,,,,0.1,,items/food.txt,13705
Base.MarigoldDried,Base,MarigoldDried,food,Marigold (Dried),Food,Herb,base:food,base:iscutting;base:isseed;base:herbaltea,food_keys,0.1,0.0,0.0,0.0,-1.0,,,,,,,,,,,,true,,,,,,,,,,,HotDrink:1,,,,,,,,,0.1,,items/food.txt,13728
Base.Marinara,Base,Marinara,food,Marinara,Food,NoExplicit,base:food,,food_keys,350.0,55.0,7.5,10.0,-10.0,,,,true,,,,,true,,,true,,,,,,,,,,,Pizza:5;Sandwich:2;Burger:2;Hotdog:2;Rice:2;Pasta:2,,,,,,,,,0.2,,items/food.txt,13266
Base.Marshmallows,Base,Marshmallows,food,Marshmallows,Food,NoExplicit,base:food,base:toastable;base:hideuncooked,food_keys,30.0,8.0,0.0,0.5,-5.0,,,,,true,5,10,,,,,,,,-5,,,,,,,,Cake:5;Pancakes:5;ConeIcecream:5;PieSweet:5,,,,,,,,,0.1,,items/food.txt,12873
Base.Matchbox,Base,Matchbox,drainable,Matchbox,FireSource,,base:drainable,base:startfire;base:lessfull;base:ignorezombiedensity,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,items/drainable.txt,783
Base.Matches,Base,Matches,drainable,Matchbook,FireSource,,base:drainable,base:startfire;base:lessfull;base:fitswallet,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/drainable.txt,2073
Base.MayonnaiseEmpty,Base,MayonnaiseEmpty,fluid_container,Mayonnaise Bottle,WaterContainer,,base:normal,,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.1,,items/normal.txt,7453
Base.MayonnaiseFull,Base,MayonnaiseFull,food,Mayonnaise,Food,NoExplicit,base:food,,food_keys,3000.0,0.0,330.0,0.0,-30.0,,10,13,,,,,,true,,,true,,,5,10,,,,,,,Sandwich:2;Burger:2;Hotdog:2;Salad:2;Rice:2;Pasta:2;Taco:2;Burrito:2,,,,Base.MayonnaiseEmpty,,,,,0.5,,items/food.txt,253
Base.MeatDumpling,Base,MeatDumpling,food,Meat Dumpling,Food,Meat,base:food,,food_keys,28.0,8.0,3.0,15.0,-10.0,,2,4,,,,,,,,,,,,,,,,,,,,Soup:15;Stew:15,,,,,,,,,0.1,,items/food.txt,10481
Base.MeatPatty,Base,MeatPatty,food,Beef Patty,Food,Beef,base:food,,food_keys,612.0,0.0,30.0,46.0,-40.0,,2,4,,true,50,70,true,,,,,true,true,,,,,,,,,Stew:20;Pie:20;Burger:10|Cooked;Taco:10|Cooked;Burrito:10|Cooked;AddBaitToChum:30,Beef,,,,,,,,0.3,,items/food.txt,9420
Base.MeatSteamBun,Base,MeatSteamBun,food,Meat Steam Bun,Food,,base:food,,food_keys,35.0,12.0,4.0,18.0,-15.0,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,items/food.txt,10500
Base.MetalCup,Base,MetalCup,fluid_container,Metal Cup,Cooking,,base:normal,base:coffeemaker;base:hasmetal;base:smeltablesteelsmall,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,items/normal.txt,14382
Base.Milk,Base,Milk,fluid_container,Milk Carton,Food,,base:normal,,fluid:CowMilk,615.0,46.0,22.0,33.0,-50.0,-50.0,,,,,,,,,,,,,,,,,,0.0,0,,,,,,,,,,1.0,CowMilk,0.2,,items/normal.txt,6039
Base.MilkBottle,Base,MilkBottle,fluid_container,Bottle,Food,,base:normal,,fluid:CowMilk,615.0,46.0,22.0,33.0,-50.0,-50.0,,,,,,,,,,,,,,,,,,0.0,0,,,,,,,,,,1.0,CowMilk,0.1,,items/normal.txt,14273
Base.MilkChocolate_Personalsized,Base,MilkChocolate_Personalsized,fluid_container,Chocolate Milk - Personal-sized,Food,,base:normal,,fluid:MilkChocolate,615.0,46.0,22.0,33.0,-20.0,-15.0,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,0.25,MilkChocolate,0.2,,items/normal.txt,14507
Base.Milk_Personalsized,Base,Milk_Personalsized,fluid_container,Milk - Personal-sized,Food,,base:normal,,fluid:CowMilk,615.0,46.0,22.0,33.0,-50.0,-50.0,,,,,,,,,,,,,,,,,,0.0,0,,,,,,,,,,0.25,CowMilk,0.2,,items/normal.txt,14485
Base.Millipede,Base,Millipede,food,Millipede,Food,Insect,base:food,base:nocookingxp,food_keys,60.0,3.5,6.5,15.21,-1.0,,14,21,,true,5,25,true,,,,,,,20,,,,,,1,,AddBaitToChum:1,,,,,,,,,0.1,,items/food.txt,8337
Base.Millipede2,Base,Millipede2,food,Millipede,Food,Insect,base:food,base:nocookingxp,food_keys,60.0,3.5,6.5,15.21,-1.0,,14,21,,true,5,25,true,,,,,,,20,,,,,,1,,AddBaitToChum:1,,,,,,,,,0.1,,items/food.txt,8365
Base.MincedMeat,Base,MincedMeat,food,Ground Beef,Food,Beef,base:food,,food_keys,300.0,0.0,30.0,46.0,-40.0,,2,4,,true,50,70,true,,,,,true,true,,,,,,,,,Pizza:20;Stew:20;Pie:20;Sandwich:5|Cooked;Burger:10|Cooked;Hotdog:10|Cooked;Taco:10|Cooked;Burrito:10|Cooked;Pasta:20;Rice:20;Stir fry:20,Beef,,,,,,,,0.3,,items/food.txt,9449
Base.MintCandy,Base,MintCandy,food,Mint Candy,Food,,base:food,,food_keys,60.0,15.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,0.1,,items/food.txt,12252
Base.MintHerb,Base,MintHerb,food,Mint,Food,Herb,base:food,base:herbaltea;base:iscutting;base:isseed,food_keys,0.1,0.0,0.0,0.0,-1.0,,6,10,,,,,,,,,true,,,,,-1,,,,,,HotDrink:1,,,,,,,,,0.1,,items/food.txt,13749
Base.MintHerbDried,Base,MintHerbDried,food,Mint (Dried),Food,Herb,base:food,base:boostsflurecovery;base:herbaltea,food_keys,0.1,0.0,0.0,0.0,-1.0,,,,,,,,,,,,true,,,,,-1,,,,,,HotDrink:1,Mint,,,,,,,,0.1,,items/food.txt,13771
Base.MixedVegetables,Base,MixedVegetables,food,Packaged Vegetables,Food,Vegetables,base:food,,food_keys,271.0,37.0,0.0,9.0,-20.0,-5.0,3,5,,,,,,true,,,,,,,,,,,,,,Soup:10;Stew:10;Stir fry:10;Rice:10;Omelette:5,Vegetable,,,,,,,,0.6,,items/food.txt,14487
Base.Modjeska,Base,Modjeska,food,Modjeska,Food,,base:food,,food_keys,60.0,15.0,0.0,0.0,-10.0,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.1,,items/food.txt,12268
Base.MonarchCaterpillar,Base,MonarchCaterpillar,food,Caterpillar,Food,Insect,base:food,base:nocookingxp,food_keys,27.0,3.0,20.24,27.55,-1.0,,14,21,,true,5,25,,,,,,,,20,,,,,,1,,AddBaitToChum:1,,,,,,,,,0.1,,items/food.txt,8393
Base.MuffinFruit,Base,MuffinFruit,food,Fruit Muffin,Food,,base:food,,food_keys,120.0,10.45,12.61,14.53,-7.0,,5,8,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2659
Base.MuffinGeneric,Base,MuffinGeneric,food,Muffin,Food,,base:food,,food_keys,120.0,10.45,12.61,14.53,-7.0,,5,8,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,0.1,,items/food.txt,2677
Base.Muffintray_Biscuit,Base,Muffintray_Biscuit,food,Biscuits,Food,,base:food,base:hasmetal,food_keys,960.0,132.0,48.0,6.0,-23.0,,3,5,,true,30,60,,,,true,,,true,,,,,,,,,,,,,Base.MuffinTray,,,,,1.5,,items/food.txt,3113
Base.MugSpiffo,Base,MugSpiffo,fluid_container,Mug,Memento,,base:normal,base:cookablemicrowave;base:ignorezombiedensity;base:coffeemaker;base:ismemento,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,,items/normal.txt,3921
Base.MugWhite,Base,MugWhite,fluid_container,Mug,Cooking,,base:normal,base:cookablemicrowave;base:coffeemaker,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,,items/normal.txt,3896
Base.Mugl,Base,Mugl,fluid_container,Mug,Cooking,,base:normal,base:cookablemicrowave;base:coffeemaker,food_keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,,items/normal.txt,3872
Base.MushroomGeneric1,Base,MushroomGeneric1,food,Mushrooms,Food,Mushroom,base:food,base:hideuncooked,food_keys,30.0,2.12,0.24,2.04,-13.0,-1.0,3,4,,true,10,30,,,,,,true,,,,,,,,,,Pizza:13;Burger:13;Hotdog:13;Omelette:13;Stir fry:13;Stew:13;Pie:13;Soup:13;Sandwich:13;Salad:13;Rice:13;Pasta:13;HotDrink:6,Mushroom,,,,,RecipeCodeOnEat.consumeWildFoodGeneric,,,0.2,,items/food.txt,14913
Base.MushroomGeneric2,Base,MushroomGeneric2,food,Mushrooms,Food,Mushroom,base:food,base:hideuncooked,food_keys,30.0,2.12,0.24,2.04,-13.0,-1.0,3,4,,true,10,30,,,,,,true,,,,,,,,,,Pizza:13;Burger:13;Hotdog:13;Omelette:13;Stir fry:13;Stew:13;Pie:13;Soup:13;Sandwich:13;Salad:13;Rice:13;Pasta:13;HotDrink:6,Mushroom,,,,,RecipeCodeOnEat.consumeWildFoodGeneric,,,0.2,,items/food.txt,14942
Base.MushroomGeneric3,Base,MushroomGeneric3,food,Mushrooms,Food,Mushroom,base:food,base:hideuncooked,food_keys,32.0,2.56,0.32,2.36,-15.0,-1.0,3,4,,true,10,30,,,,,,true,,,,,,,,,,Pizza:15;Burger:15;Hotdog:15;Omelette:15;Stir fry:15;Stew:15;Pie:15;Soup:15;Sandwich:15;Salad:15;Rice:15;Pasta:15;HotDrink:5,Mushroom,,,,,RecipeCodeOnEat.consumeWildFoodGeneric,,,0.2,,items/food.txt,14971
Base.MushroomGeneric4,Base,MushroomGeneric4,food,Mushrooms,Food,Mushroom,base:food,base:hideuncooked,food_keys,30.0,2.12,0.24,2.04,-13.0,-1.0,3,4,,true,10,30,,,,,,true,,,,,,,,,,Pizza:13;Burger:13;Hotdog:13;Omelette:13;Stir fry:13;Stew:13;Pie:13;Soup:13;Sandwich:13;Salad:13;Rice:13;Pasta:13;HotDrink:5,Mushroom,,,,,RecipeCodeOnEat.consumeWildFoodGeneric,,,0.2,,items/food.txt,15000
