name,module,category,time,timedAction,tags,skillRequired,xpAward,needToBeLearn,autoLearnAll,autoLearnAny,allowBatchCraft,metaRecipe,onCreate,tooltip,inputTypes,inputTags,inputFluids,inputCount,outputTypes,itemMappers,fluidIO,split,datasetTypes,foodItemTypes,deltaCalories,deltaCarbohydrates,deltaLipids,deltaProteins,deltaHungerChange,deltaThirstChange,deltaAbsentMacros,deltaReason,inputsRaw,outputsRaw,sourceFile,sourceLine
MakeCanPipe,Base,Miscellaneous,60,Making,InHandCraft;CanBeDoneInDark,,,,,,,,,,Base.BeerCan;Base.BeerCanEmpty;Base.Pop;Base.Pop2;Base.Pop2Empty;Base.Pop3;Base.Pop3Empty;Base.PopEmpty,base:awl;base:sewingneedle;base:sharpknife,,2,Base.CanPipe,,false,false,Base.BeerCan;Base.BeerCanEmpty;Base.Pop;Base.Pop2;Base.Pop2Empty;Base.Pop3;Base.Pop3Empty;Base.PopEmpty,,,,,,,,,multi-type: item 1 [Base.BeerCan;Base.BeerCanEmpty;Base.Pop;Base.Pop2;Base.Pop3;Base.PopEmpty;Base.Pop2Empty;Base.Pop3Empty] flags[IsEmpty;Prop2;ItemCount] ; not-in-dataset: item 1 Base.CanPipe,item 1 [Base.BeerCan;Base.BeerCanEmpty;Base.Pop;Base.Pop2;Base.Pop3;Base.PopEmpty;Base.Pop2Empty;Base.Pop3Empty] flags[IsEmpty;Prop2;ItemCount] | item 1 tags[base:sharpknife;base:sewingneedle;base:awl] flags[Prop1;MayDegradeLight] mode:keep,item 1 Base.CanPipe,recipes/recipes_tobacco.txt,43
MakeCeramicCrucible,Base,Pottery,120,Craft_PotteryWheel,PotteryWheel,Pottery:1,Pottery:25,,,,,,,,Base.Clay;Base.Sandbag,,,2,Base.CeramicCrucibleUnfired,,false,false,Base.Sandbag,Base.Sandbag,,,,,,,,not-in-dataset: item 2 [Base.Clay] ; no-nutrition: item 1 [Base.Sandbag] ; not-in-dataset: item 1 Base.CeramicCrucibleUnfired,item 2 [Base.Clay] | item 1 [Base.Sandbag],item 1 Base.CeramicCrucibleUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,3
MakeCeramicCrucibleSmall,Base,Pottery,100,Craft_PotteryWheel,PotteryWheel,Pottery:1,Pottery:25,,,,,,,,Base.Clay;Base.Sandbag,,,2,Base.CeramicCrucibleSmallUnfired,,false,false,Base.Sandbag,Base.Sandbag,,,,,,,,not-in-dataset: item 1 [Base.Clay] ; no-nutrition: item 1 [Base.Sandbag] ; not-in-dataset: item 1 Base.CeramicCrucibleSmallUnfired,item 1 [Base.Clay] | item 1 [Base.Sandbag],item 1 Base.CeramicCrucibleSmallUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,22
MakeCeramicMortarAndPestle,Base,Pottery,120,Craft_PotteryWheel,PotteryWheel,,Pottery:15,,,,,,,,Base.Clay;Base.Sandbag,,,2,Base.CeramicMortarandPestleUnfired,,false,false,Base.Sandbag,Base.Sandbag,,,,,,,,not-in-dataset: item 2 [Base.Clay] ; no-nutrition: item 1 [Base.Sandbag] ; not-in-dataset: item 1 Base.CeramicMortarandPestleUnfired,item 2 [Base.Clay] | item 1 [Base.Sandbag],item 1 Base.CeramicMortarandPestleUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,41
MakeCeramicTeacup,Base,Pottery,120,Craft_PotteryWheel,PotteryWheel,,Pottery:15,,,,,,,,Base.Clay;Base.Sandbag,,,2,Base.CeramicTeacupUnfired,,false,false,Base.Sandbag,Base.Sandbag,,,,,,,,not-in-dataset: item 1 [Base.Clay] ; no-nutrition: item 1 [Base.Sandbag] ; not-in-dataset: item 1 Base.CeramicTeacupUnfired,item 1 [Base.Clay] | item 1 [Base.Sandbag],item 1 Base.CeramicTeacupUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,59
MakeChampagneGlass,Base,Glassmaking,120,Craft_Glassmaking,AnySurfaceCraft;Glassmaking,Glassmaking:9,Glassmaking:90,true,,Glassmaking:10,,,,,Base.CeramicCrucibleWithGlass;Base.GlassBlowingPipe,base:pliers,,3,Base.GlassChampagne,,false,false,Base.CeramicCrucibleWithGlass;Base.GlassChampagne,Base.CeramicCrucibleWithGlass,,,,,,,,no-nutrition: item 1 [Base.CeramicCrucibleWithGlass] ; no-nutrition: item 1 Base.GlassChampagne,item 1 tags[base:pliers] mode:keep flags[MayDegradeLight] | item 1 [Base.GlassBlowingPipe] mode:keep | item 1 [Base.CeramicCrucibleWithGlass],item 1 Base.GlassChampagne,recipes/recipes_glassmaking.txt,69
MakeChocolateChipCookieDough,Base,Cooking,50,MixingBowl,AnySurfaceCraft;Cooking,,Cooking:3,true,,Cooking:7,,,,,*;Base.BakingSoda;Base.BakingTray;Base.Bowl;Base.ChocolateChips;Base.ClayBowl,base:bakingfat;base:egg;base:flour;base:mixingutensil;base:rollingpin;base:sugar,Water,11,Base.CookieChocolateChipDough,,true,false,Base.BakingSoda;Base.Bowl;Base.ChocolateChips;Base.ClayBowl;Base.CookieChocolateChipDough,Base.BakingSoda;Base.ChocolateChips;Base.CookieChocolateChipDough,,,,,,,,not-in-dataset: item 1 [Base.BakingTray] mode:destroy flags[IsEmpty] ; tags-only: item 2 tags[base:bakingfat] ; tags-only: item 5 tags[base:sugar] ; tags-only: item 2 tags[base:egg] flags[IsUncookedFoodItem;InheritFoodAge;ItemCount] ; no-nutrition: item 1 [Base.BakingSoda] ; tags-only: item 3 tags[base:flour] ; wildcard: item 1 [*],item 1 tags[base:rollingpin] mode:keep flags[MayDegrade] | item 1 tags[base:mixingutensil] mode:keep flags[MayDegradeVeryLight] | item 1 [Base.Bowl;Base.ClayBowl] mode:keep | item 1 [Base.BakingTray] mode:destroy flags[IsEmpty] | item 2 tags[base:bakingfat] | item 5 tags[base:sugar] | item 2 tags[base:egg] flags[IsUncookedFoodItem;InheritFoodAge;ItemCount] | item 1 [Base.BakingSoda] | item 6 [Base.ChocolateChips] | item 3 tags[base:flour] | item 1 [*] | -fluid 1.0 [Water],item 1 Base.CookieChocolateChipDough,recipes/recipes_baking.txt,376
MakeChocolateCookieDough,Base,Cooking,50,MixingBowl,AnySurfaceCraft;Cooking,,Cooking:3,true,,Cooking:7,,,,,*;Base.BakingSoda;Base.BakingTray;Base.Bowl;Base.ClayBowl;Base.CocoaPowder,base:bakingfat;base:egg;base:flour;base:mixingutensil;base:rollingpin;base:sugar,Water,11,Base.CookiesChocolateDough,,true,false,Base.BakingSoda;Base.Bowl;Base.ClayBowl;Base.CocoaPowder;Base.CookiesChocolateDough,Base.BakingSoda;Base.CocoaPowder;Base.CookiesChocolateDough,,,,,,,,not-in-dataset: item 1 [Base.BakingTray] mode:destroy flags[IsEmpty] ; tags-only: item 2 tags[base:bakingfat] ; tags-only: item 5 tags[base:sugar] ; tags-only: item 2 tags[base:egg] flags[IsUncookedFoodItem;InheritFoodAge;ItemCount] ; no-nutrition: item 1 [Base.BakingSoda] ; tags-only: item 3 tags[base:flour] ; wildcard: item 1 [*],item 1 tags[base:rollingpin] mode:keep flags[MayDegrade] | item 1 tags[base:mixingutensil] mode:keep flags[MayDegradeVeryLight] | item 1 [Base.Bowl;Base.ClayBowl] mode:keep | item 1 [Base.BakingTray] mode:destroy flags[IsEmpty] | item 2 tags[base:bakingfat] | item 5 tags[base:sugar] | item 2 tags[base:egg] flags[IsUncookedFoodItem;InheritFoodAge;ItemCount] | item 1 [Base.BakingSoda] | item 10 [Base.CocoaPowder] | item 3 tags[base:flour] | item 1 [*] | -fluid 1.0 [Water],item 1 Base.CookiesChocolateDough,recipes/recipes_baking.txt,320
MakeChum,Base,Fishing,120,MakeChum,InHandCraft;Fishing,,,true,,Fishing:5,,,,,Base.Sandbag,,,1,Base.Chum,,false,false,Base.Chum;Base.Sandbag,Base.Chum;Base.Sandbag,,,,,,,,no-nutrition: item 1 [Base.Sandbag],item 1 [Base.Sandbag],item 1 Base.Chum,recipes/recipes_fishing.txt,85
MakeClayBowl,Base,Pottery,80,Craft_PotteryWheel,PotteryWheel,,Pottery:15,,,,,,,,*;Base.Clay,,category:Water,2,Base.ClayBowlUnfired,,true,false,,,,,,,,,,not-in-dataset: item 2 [Base.Clay] ; not-in-dataset: item 1 Base.ClayBowlUnfired,item 2 [Base.Clay] | item 1 [*] mode:keep flags[ItemIsFluid;HandcraftOnly] | -fluid 0.25 categories[Water] mode:mixture,item 1 Base.ClayBowlUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,77
MakeClayJar,Base,Pottery,120,Craft_PotteryWheel,PotteryWheel,Pottery:5,Pottery:40,,,,,,,,*;Base.Clay,,category:Water,2,Base.ClayJarUnfired,,true,false,,,,,,,,,,not-in-dataset: item 3 [Base.Clay] ; not-in-dataset: item 1 Base.ClayJarUnfired,item 3 [Base.Clay] | item 1 [*] mode:keep flags[ItemIsFluid;HandcraftOnly] | -fluid 0.25 categories[Water] mode:mixture,item 1 Base.ClayJarUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,96
MakeClayMug,Base,Pottery,100,Craft_PotteryWheel,PotteryWheel,,Pottery:15,,,,,,,,*;Base.Clay,,category:Water,2,Base.ClayMugUnfired,,true,false,,,,,,,,,,not-in-dataset: item 1 [Base.Clay] ; not-in-dataset: item 1 Base.ClayMugUnfired,item 1 [Base.Clay] | item 1 [*] mode:keep flags[ItemIsFluid;HandcraftOnly] | -fluid 0.25 categories[Water] mode:mixture,item 1 Base.ClayMugUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,116
MakeClayPipeSegment,Base,Pottery,120,Craft_PotteryWheel,PotteryWheel,,Pottery:15,,,,,,,,*;Base.Clay,,category:Water,2,Base.ClayPipeSegmentUnfired,,true,false,,,,,,,,,,not-in-dataset: item 1 [Base.Clay] ; not-in-dataset: item 1 Base.ClayPipeSegmentUnfired,item 1 [Base.Clay] | item 1 [*] mode:keep flags[ItemIsFluid;HandcraftOnly] | -fluid 0.25 categories[Water] mode:mixture,item 1 Base.ClayPipeSegmentUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,135
MakeClayPlate,Base,Pottery,100,Craft_PotteryWheel,PotteryWheel,,Pottery:15,,,,,,,,*;Base.Clay,,category:Water,2,Base.ClayPlateUnfired,,true,false,,,,,,,,,,not-in-dataset: item 1 [Base.Clay] ; not-in-dataset: item 1 Base.ClayPlateUnfired,item 1 [Base.Clay] | item 1 [*] mode:keep flags[ItemIsFluid;HandcraftOnly] | -fluid 0.25 categories[Water] mode:mixture,item 1 Base.ClayPlateUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,154
MakeClayPot,Base,Pottery,120,Craft_PotteryWheel,PotteryWheel,,Pottery:15,,,,,,,,*;Base.Clay,,category:Water,2,Base.ClayPotUnfired,,true,false,,,,,,,,,,not-in-dataset: item 5 [Base.Clay] ; not-in-dataset: item 1 Base.ClayPotUnfired,item 5 [Base.Clay] | item 1 [*] mode:keep flags[ItemIsFluid;HandcraftOnly] | -fluid 0.25 categories[Water] mode:mixture,item 1 Base.ClayPotUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,173
MakeCoffeeMug,Base,Cooking,40,MakeCoffee,CoffeeMachine,,,,,,,,RecipeCodeOnCreate.makeCoffee,,Base.Coffee2,base:coffeemaker,category:Water,2,Base.HotDrink;Base.HotDrinkClay;Base.HotDrinkCopper;Base.HotDrinkGold;Base.HotDrinkMetal;Base.HotDrinkSilver;Base.HotDrinkSpiffo;Base.HotDrinkTumbler;Base.HotDrinkWhite,mugShot,true,false,Base.Coffee2;Base.HotDrink;Base.HotDrinkClay;Base.HotDrinkCopper;Base.HotDrinkGold;Base.HotDrinkMetal;Base.HotDrinkSilver;Base.HotDrinkSpiffo;Base.HotDrinkTumbler;Base.HotDrinkWhite,Base.Coffee2;Base.HotDrink;Base.HotDrinkClay;Base.HotDrinkCopper;Base.HotDrinkGold;Base.HotDrinkMetal;Base.HotDrinkSilver;Base.HotDrinkSpiffo;Base.HotDrinkTumbler;Base.HotDrinkWhite,,,,,,,,tags-only: item 1 tags[base:coffeemaker] mode:destroy flags[InheritColor;InheritModelVariation] mappers[mugShot] ; multi-type: item 1 mapper:mugShot,item 5 [Base.Coffee2] | item 1 tags[base:coffeemaker] mode:destroy flags[InheritColor;InheritModelVariation] mappers[mugShot] | -fluid 0.2 categories[Water] mode:mixture,item 1 mapper:mugShot,entities/appliances/workstations/entity_coffeemachine_craftRecipe.txt,3
MakeCoffeeTeacup,Base,Cooking,20,MakeCoffee,CoffeeMachine,,,,,,,,RecipeCodeOnCreate.makeCoffee,,Base.CeramicTeacup;Base.Coffee2;Base.Teacup,,category:Water,2,Base.HotDrinkTeaCeramic,mugShot,true,false,Base.CeramicTeacup;Base.Coffee2;Base.HotDrinkTeaCeramic;Base.Teacup,Base.Coffee2;Base.HotDrinkTeaCeramic,,,,,,,,multi-type: item 1 [Base.Teacup;Base.CeramicTeacup] mode:destroy flags[InheritColor] mappers[mugShot],item 5 [Base.Coffee2] | item 1 [Base.Teacup;Base.CeramicTeacup] mode:destroy flags[InheritColor] mappers[mugShot] | -fluid 0.1 categories[Water] mode:mixture,item 1 mapper:mugShot,entities/appliances/workstations/entity_coffeemachine_craftRecipe.txt,35
MakeCoke,Base,,20,Making_With_Kiln,DomeKiln,,,,,,,,,,Base.Charcoal;Base.CharcoalCrafted,,,1,Base.Coke,,false,false,,,,,,,,,,multi-type: item 8 [Base.CharcoalCrafted;Base.Charcoal] ; not-in-dataset: item 4 Base.Coke,item 8 [Base.CharcoalCrafted;Base.Charcoal],item 4 Base.Coke,entities/blacksmith/workstations/entity_dome_kiln_craftRecipe.txt,3
MakeComfreyPoultice,Base,Medical,60,MixingMortarPestle,AnySurfaceCraft;Health,,,true,,Doctor:5;PlantScavenging:5,,,,,,base:comfrey;base:mortarpestle,,2,Base.ComfreyCataplasm,,false,false,,,,,,,,,,tags-only: item 5 tags[base:comfrey] ; not-in-dataset: item 1 Base.ComfreyCataplasm,item 1 tags[base:mortarpestle] mode:keep | item 5 tags[base:comfrey],item 1 Base.ComfreyCataplasm,recipes/recipes_medical.txt,22
MakeCraftedGasMaskFilter,Base,Miscellaneous,80,Making,InHandCraft;Engineer,,,true,,,,,,,Base.RippedSheets;Base.Sponge,base:charcoal;base:emptycan;base:glue;base:lightmetalsnips;base:metalsaw;base:mortarpestle;base:pliers;base:sheetmetalsnips;base:smallsaw;base:tape,,9,Base.GasmaskFilterCrafted,,false,false,Base.GasmaskFilterCrafted,Base.GasmaskFilterCrafted,,,,,,,,tags-only: item 1 tags[base:emptycan] flags[IsEmpty;ItemCount] ; not-in-dataset: item 1 [Base.Sponge] ; tags-only: item 1 tags[base:charcoal] ; not-in-dataset: item 1 [Base.RippedSheets] mode:destroy ; tags-only: item 1 tags[base:glue] ; tags-only: item 1 tags[base:tape] ; no-nutrition: item 1 Base.GasmaskFilterCrafted,item 1 tags[base:metalsaw;base:sheetmetalsnips;base:smallsaw;base:lightmetalsnips] mode:keep flags[MayDegradeLight] | item 1 tags[base:pliers] mode:keep flags[MayDegradeLight] | item 1 tags[base:mortarpestle] mode:keep | item 1 tags[base:emptycan] flags[IsEmpty;ItemCount] | item 1 [Base.Sponge] | item 1 tags[base:charcoal] | item 1 [Base.RippedSheets] mode:destroy | item 1 tags[base:glue] | item 1 tags[base:tape],item 1 Base.GasmaskFilterCrafted,recipes/recipes_gasmasks.txt,96
MakeCrudeKnife,Base,Assembly,300,CraftWeapon1H,InHandCraft,Maintenance:1,Maintenance:5,,,,,,,,Base.CrudeBlade;Base.LongCrudeBlade;Base.SmallHandle;Base.StoneBlade;Base.StoneBladeLong,base:simpleweaponbinding,,3,Base.CrudeKnife;Base.FlintKnife;Base.LongCrudeKnife;Base.StoneKnifeLong,BladeMapper,false,false,,,,,,,,,,multi-type: item 1 [Base.StoneBlade;Base.StoneBladeLong;Base.CrudeBlade;Base.LongCrudeBlade] mappers[BladeMapper] flags[InheritCondition;InheritSharpness] ; not-in-dataset: item 1 [Base.SmallHandle] ; tags-only: item 1 tags[base:simpleweaponbinding] flags[DontReplace] ; multi-type: item 1 mapper:BladeMapper,item 1 [Base.StoneBlade;Base.StoneBladeLong;Base.CrudeBlade;Base.LongCrudeBlade] mappers[BladeMapper] flags[InheritCondition;InheritSharpness] | item 1 [Base.SmallHandle] | item 1 tags[base:simpleweaponbinding] flags[DontReplace],item 1 mapper:BladeMapper,recipes/recipes_assembly.txt,184
MakeCrudeStoneAxe,Base,Assembly,230,CraftWeapon2H,AnySurfaceCraft,Maintenance:1,Maintenance:5,false,,,,,,,Base.SharpedStone;Base.TreeBranch2,base:simpleweaponbinding,,3,Base.AxeStone,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.TreeBranch2] flags[InheritCondition] ; not-in-dataset: item 1 [Base.SharpedStone] flags[Prop2;IsHeadPart] ; tags-only: item 2 tags[base:simpleweaponbinding] flags[DontReplace] ; not-in-dataset: item 1 Base.AxeStone,item 1 [Base.TreeBranch2] flags[InheritCondition] | item 1 [Base.SharpedStone] flags[Prop2;IsHeadPart] | item 2 tags[base:simpleweaponbinding] flags[DontReplace],item 1 Base.AxeStone,recipes/recipes_knapping.txt,43
MakeCrudeWhetstone,Base,Repair,230,Making,AnySurfaceCraft,Maintenance:1,Maintenance:5,true,,Maintenance:2,,,,,Base.Stone2,,,1,Base.CrudeWhetstone,,false,false,,,,,,,,,,not-in-dataset: item 2 [Base.Stone2] flags[Prop2;Prop1] ; not-in-dataset: item 1 Base.CrudeWhetstone,item 2 [Base.Stone2] flags[Prop2;Prop1],item 1 Base.CrudeWhetstone,recipes/recipes_fixing.txt,206
MakeCrudeWoodenTongs,Base,Carving,150,Making,InHandCraft,,Carving:5,,,,,,,,Base.DenimStrips;Base.LeatherStrips;Base.LongHandle;Base.Plank;Base.RippedSheets;Base.Rope;Base.TreeBranch2;Base.Twine;Base.WoodenStick2,base:meatcleaver;base:sharpknife,,3,Base.CrudeWoodenTongs,,false,false,Base.Twine,Base.Twine,,,,,,,,multi-type: item 1 [Base.Plank;Base.TreeBranch2;Base.WoodenStick2;Base.LongHandle] flags[Prop2] ; multi-type: item 1 [Base.Twine;Base.RippedSheets;Base.DenimStrips;Base.LeatherStrips;Base.Rope] flags[DontReplace] ; not-in-dataset: item 1 Base.CrudeWoodenTongs,item 1 tags[base:sharpknife;base:meatcleaver] mode:keep flags[Prop1;IsNotDull;MayDegradeLight] | item 1 [Base.Plank;Base.TreeBranch2;Base.WoodenStick2;Base.LongHandle] flags[Prop2] | item 1 [Base.Twine;Base.RippedSheets;Base.DenimStrips;Base.LeatherStrips;Base.Rope] flags[DontReplace],item 1 Base.CrudeWoodenTongs,recipes/recipes_carving.txt,40
MakeDrinkingGlass,Base,Glassmaking,120,Craft_Glassmaking,AnySurfaceCraft;Glassmaking,Glassmaking:2,Glassmaking:45,true,,Glassmaking:4,,,,,Base.CeramicCrucibleWithGlass;Base.GlassBlowingPipe,base:pliers,,3,Base.DrinkingGlass,,false,false,Base.CeramicCrucibleWithGlass;Base.DrinkingGlass,Base.CeramicCrucibleWithGlass,,,,,,,,no-nutrition: item 1 [Base.CeramicCrucibleWithGlass] ; no-nutrition: item 1 Base.DrinkingGlass,item 1 tags[base:pliers] mode:keep flags[MayDegradeLight] | item 1 [Base.GlassBlowingPipe] mode:keep | item 1 [Base.CeramicCrucibleWithGlass],item 1 Base.DrinkingGlass,recipes/recipes_glassmaking.txt,47
MakeDuctTapeHolster,Base,Tailoring,100,Making,InHandCraft,Tailoring:1,Tailoring:9,,,,,,,,Base.DuctTape;Base.Pistol;Base.Pistol2;Base.Pistol3;Base.Revolver;Base.Revolver_Long;Base.Revolver_Short,,,2,Base.Holster_DuctTape,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,no-nutrition: item 3 [Base.DuctTape] flags[Prop1] ; not-in-dataset: item 1 Base.Holster_DuctTape,item 3 [Base.DuctTape] flags[Prop1] | item 1 [Base.Pistol;Base.Pistol2;Base.Pistol3;Base.Revolver_Short;Base.Revolver;Base.Revolver_Long] mode:keep flags[Prop2],item 1 Base.Holster_DuctTape,recipes/recipes_tailoring_garbageTapeAndTarp.txt,109
MakeDullBoneKnife,Base,Carving,200,SharpenStakeBone,InHandCraft,Carving:1,Carving:10,false,,,,,RecipeCodeOnCreate.minorCondition,,Base.SharpBoneFragment,base:file;base:sharpknife;base:whetstone,,3,Base.DullBoneKnife,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.SharpBoneFragment] flags[Prop2] ; not-in-dataset: item 1 Base.DullBoneKnife,item 1 tags[base:whetstone;base:file] mode:keep flags[MayDegradeLight] | item 1 tags[base:sharpknife] mode:keep flags[Prop1;IsNotDull;MayDegradeLight] | item 1 [Base.SharpBoneFragment] flags[Prop2],item 1 Base.DullBoneKnife,recipes/recipes_bone.txt,191
MakeFirecracker,Base,Miscellaneous,100,Making,AnySurfaceCraft,,,true,,,,,,,Base.Brochure;Base.Doodle;Base.DoodleKids;Base.Flier;Base.GenericMail;Base.Glue;Base.GraphPaper;Base.GunPowder;Base.LetterHandwritten;Base.Paperwork;Base.SheetPaper2;Base.Twine,base:scissors,,5,Base.Firecracker_Crafted,,false,false,Base.Glue;Base.GunPowder;Base.Twine,Base.Glue;Base.GunPowder;Base.Twine,,,,,,,,no-nutrition: item 1 [Base.Glue] ; no-nutrition: item 1 [Base.GunPowder] ; multi-type: item 1 [Base.SheetPaper2;Base.GraphPaper;Base.Brochure;Base.Flier;Base.Paperwork;Base.LetterHandwritten;Base.Doodle;Base.DoodleKids;Base.GenericMail] ; no-nutrition: item 1 [Base.Twine] ; not-in-dataset: item 1 Base.Firecracker_Crafted,item 1 tags[base:scissors] mode:keep flags[IsNotDull] | item 1 [Base.Glue] | item 1 [Base.GunPowder] | item 1 [Base.SheetPaper2;Base.GraphPaper;Base.Brochure;Base.Flier;Base.Paperwork;Base.LetterHandwritten;Base.Doodle;Base.DoodleKids;Base.GenericMail] | item 1 [Base.Twine],item 1 Base.Firecracker_Crafted,recipes/recipes_traps.txt,399
MakeFirewoodBundle,Base,Carpentry,60,Making,InHandCraft;CanBeDoneFromFloor,,,,,,,,RecipeCodeOnCreate.createLogStack,,Base.Firewood,base:rope,,2,Base.FirewoodBundle,,false,false,,,,,,,,,,not-in-dataset: item 6 [Base.Firewood] flags[Prop2] ; tags-only: item 1 tags[base:rope] ; not-in-dataset: item 1 Base.FirewoodBundle,item 6 [Base.Firewood] flags[Prop2] | item 1 tags[base:rope],item 1 Base.FirewoodBundle,recipes/recipes_carpentry.txt,240
MakeFishingNet,Base,Fishing,150,Making,InHandCraft;Fishing,,,true,,Fishing:6,,,,,Base.Twine;Base.Wire,,,2,Base.FishingNet,,false,false,Base.Twine;Base.Wire,Base.Twine;Base.Wire,,,,,,,,no-nutrition: item 10 [Base.Twine] ; no-nutrition: item 5 [Base.Wire] ; not-in-dataset: item 1 Base.FishingNet,item 10 [Base.Twine] | item 5 [Base.Wire],item 1 Base.FishingNet,recipes/recipes_fishing.txt,47
MakeFishingRod,Base,Fishing,80,SharpenStakeWood,InHandCraft;Fishing,,Carving:5,true,,Fishing:4;Carving:4,,,RecipeCodeOnCreate.fixFishingRope,,Base.FishingHook;Base.FishingHook_Bone;Base.FishingHook_Forged;Base.Nails;Base.Paperclip;Base.WoodenStick2,base:fishingline;base:meatcleaver;base:sharpknife,,4,Base.CraftedFishingRod,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.WoodenStick2] ; tags-only: item 2 tags[base:fishingline] ; multi-type: item 1 [Base.Paperclip;Base.Nails;Base.FishingHook;Base.FishingHook_Forged;Base.FishingHook_Bone] ; not-in-dataset: item 1 Base.CraftedFishingRod,item 1 tags[base:sharpknife;base:meatcleaver] mode:keep flags[MayDegradeLight;IsNotDull] | item 1 [Base.WoodenStick2] | item 2 tags[base:fishingline] | item 1 [Base.Paperclip;Base.Nails;Base.FishingHook;Base.FishingHook_Forged;Base.FishingHook_Bone],item 1 Base.CraftedFishingRod,recipes/recipes_fishing.txt,3
MakeFlameBomb,Base,Electrical,80,MakingElectrical,InHandCraft;Engineer,,,true,,,,,,,Base.HairDyeCommon;Base.HairDyeRare;Base.HairDyeUncommon;Base.IndustrialDye;Base.JuiceCranberry;Base.JuiceFruitpunch;Base.JuiceGrape;Base.JuiceLemon;Base.JuiceOrange;Base.JuiceTomato;Base.PopBottle;Base.PopBottleRare;Base.RippedSheets;Base.RippedSheetsDirty;Base.Sportsbottle;Base.WaterBottle,,Petrol,2,Base.FlameTrap,,true,false,Base.HairDyeCommon;Base.HairDyeRare;Base.HairDyeUncommon;Base.IndustrialDye;Base.JuiceCranberry;Base.JuiceFruitpunch;Base.JuiceGrape;Base.JuiceLemon;Base.JuiceOrange;Base.JuiceTomato;Base.PopBottle;Base.PopBottleRare;Base.Sportsbottle;Base.WaterBottle,,,,,,,,,multi-type: item 1 [Base.RippedSheets;Base.RippedSheetsDirty] mode:destroy ; multi-type: item 1 [Base.WaterBottle;Base.Sportsbottle;Base.HairDyeCommon;Base.HairDyeUncommon;Base.HairDyeRare;Base.IndustrialDye;Base.JuiceLemon;Base.JuiceCranberry;Base.JuiceOrange;Base.JuiceTomato;Base.JuiceFruitpunch;Base.JuiceGrape;Base.PopBottle;Base.PopBottleRare] mode:destroy ; not-in-dataset: item 1 Base.FlameTrap,item 1 [Base.RippedSheets;Base.RippedSheetsDirty] mode:destroy | item 1 [Base.WaterBottle;Base.Sportsbottle;Base.HairDyeCommon;Base.HairDyeUncommon;Base.HairDyeRare;Base.IndustrialDye;Base.JuiceLemon;Base.JuiceCranberry;Base.JuiceOrange;Base.JuiceTomato;Base.JuiceFruitpunch;Base.JuiceGrape;Base.PopBottle;Base.PopBottleRare] mode:destroy | -fluid 1.0 [Petrol],item 1 Base.FlameTrap,recipes/recipes_traps.txt,298
MakeFliesCureFromChewingTobacco,Base,Farming,40,Making,InHandCraft;Farming,,,true,,Farming:6,,base:makefliescure,,,*;Base.GardeningSprayEmpty;Base.TobaccoChewing,,Water,3,Base.GardeningSprayCigarettes,,true,false,Base.GardeningSprayCigarettes;Base.TobaccoChewing,Base.GardeningSprayCigarettes;Base.TobaccoChewing,,,,,,,,not-in-dataset: item 1 [Base.GardeningSprayEmpty] ; wildcard: item 1 [*] ; no-nutrition: item 1 Base.GardeningSprayCigarettes,item 1 [Base.GardeningSprayEmpty] | item 1 [*] | -fluid 1.0 [Water] | item 5.0 [Base.TobaccoChewing],item 1 Base.GardeningSprayCigarettes,recipes/recipes_farming.txt,89
MakeFliesCureFromCigarettes,Base,Farming,40,Making,InHandCraft;Farming,,,true,,Farming:6,,base:makefliescure,,,*;Base.CigaretteSingle;Base.GardeningSprayEmpty,,Water,3,Base.GardeningSprayCigarettes,,true,false,Base.CigaretteSingle;Base.GardeningSprayCigarettes,Base.CigaretteSingle;Base.GardeningSprayCigarettes,,,,,,,,not-in-dataset: item 1 [Base.GardeningSprayEmpty] ; wildcard: item 1 [*] ; no-nutrition: item 1 Base.GardeningSprayCigarettes,item 1 [Base.GardeningSprayEmpty] | item 1 [*] | -fluid 1.0 [Water] | item 5 [Base.CigaretteSingle] flags[ItemCount],item 1 Base.GardeningSprayCigarettes,recipes/recipes_farming.txt,45
