recipe,resultItem,item,use,requiresCooked,spice,share0,kcal0,carbs0,lipids0,proteins0,share10,kcal10
Salad,Base.Salad,Base.WildEggs,7,true,false,1.0,63.0,0.32,4.18,5.55,0.7,73.5
Salad,Base.Salad,Base.WildGarlic2,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salad,Base.Salad,Base.WildGarlicDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salad,Base.Salad,Base.Zucchini,10,false,false,1.0,33.0,6.1,0.63,2.37,0.7,38.5
SaladClay,Base.SaladClay,Base.Apple,8,false,false,0.5,47.5,12.565,0.155,0.235,0.35,55.416667
SaladClay,Base.SaladClay,Base.Avocado,16,false,false,1.0,227.0,11.75,20.96,2.67,0.7,264.833333
SaladClay,Base.SaladClay,Base.BaconBits,1,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.BaconRashers,4,true,false,1.0,40.0,0.0,3.5,2.5,0.7,46.666667
SaladClay,Base.SaladClay,Base.Baguette,5,false,false,0.217391,115.652174,21.521739,1.447826,3.847826,0.152174,134.927536
SaladClay,Base.SaladClay,Base.BalsamicVinegar,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Basil,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.BasilDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.BeanBowl,8,false,false,0.333333,56.666667,11.0,0.333333,2.333333,0.233333,66.111111
SaladClay,Base.SaladClay,Base.Beef,10,true,false,0.125,55.0,0.0,2.3375,7.8275,0.0875,64.166667
SaladClay,Base.SaladClay,Base.BeefJerky,5,false,false,0.25,102.5,2.75,6.5,8.25,0.175,119.583333
SaladClay,Base.SaladClay,Base.BellPepper,4,false,false,0.5,15.0,3.5,0.0,0.5,0.35,17.5
SaladClay,Base.SaladClay,Base.Blackbeans,5,false,false,0.5,22.5,5.225,0.225,1.975,0.35,26.25
SaladClay,Base.SaladClay,Base.Bread,5,false,false,0.166667,88.666667,16.5,1.11,2.95,0.116667,103.444444
SaladClay,Base.SaladClay,Base.BreadSlices,5,false,false,0.5,88.5,16.5,1.11,2.95,0.35,103.25
SaladClay,Base.SaladClay,Base.Broccoli,9,false,false,1.0,11.0,2.0,0.1,0.9,0.7,12.833333
SaladClay,Base.SaladClay,Base.BrusselSprouts,9,true,false,0.45,53.55,9.2025,0.3825,3.5775,0.315,62.475
SaladClay,Base.SaladClay,Base.BunsHamburger_single,5,false,false,0.5,88.5,16.5,1.11,2.95,0.35,103.25
SaladClay,Base.SaladClay,Base.BunsHotdog_single,5,false,false,0.5,88.5,16.5,1.11,2.95,0.35,103.25
SaladClay,Base.SaladClay,Base.Cabbage,12,false,false,0.5,90.0,20.5,0.35,4.5,0.35,105.0
SaladClay,Base.SaladClay,Base.CannedBellPepper_Open,4,false,false,0.083333,15.0,3.5,0.0,0.5,0.058333,17.5
SaladClay,Base.SaladClay,Base.CannedBroccoli_Open,9,false,false,0.2,11.0,2.0,0.1,0.9,0.14,12.833333
SaladClay,Base.SaladClay,Base.CannedCabbage_Open,12,false,false,0.25,90.0,20.5,0.35,4.5,0.175,105.0
SaladClay,Base.SaladClay,Base.CannedCarrotsOpen,6,false,false,0.5,5.25,14.0,0.0,0.0,0.35,6.125
SaladClay,Base.SaladClay,Base.CannedCarrots_Open,4,false,false,0.1,12.5,3.0,0.075,0.3,0.07,14.583333
SaladClay,Base.SaladClay,Base.CannedCornOpen,16,false,false,1.0,315.0,70.0,1.75,7.0,0.7,367.5
SaladClay,Base.SaladClay,Base.CannedCornedBeefOpen,12,false,false,0.5,360.0,0.0,24.0,39.0,0.35,420.0
SaladClay,Base.SaladClay,Base.CannedEggplant_Open,8,false,false,0.166667,57.0,13.5,0.4,2.25,0.116667,66.5
SaladClay,Base.SaladClay,Base.CannedLeek_Open,6,false,false,0.125,27.0,70.0,0.15,1.9,0.0875,31.5
SaladClay,Base.SaladClay,Base.CannedMushroomSoupOpen,10,false,false,1.0,160.0,19.0,8.0,3.0,0.7,186.666667
SaladClay,Base.SaladClay,Base.CannedPotatoOpen,9,false,false,0.5,87.5,17.5,0.0,1.25,0.35,102.083333
SaladClay,Base.SaladClay,Base.CannedPotato_Open,9,true,false,0.1875,39.375,8.4375,0.084375,1.6875,0.13125,45.9375
SaladClay,Base.SaladClay,Base.CannedRedRadish_Open,3,false,false,0.066667,1.0,0.15,0.0,0.0,0.046667,1.166667
SaladClay,Base.SaladClay,Base.CannedRoe_Open,2,false,false,0.2,30.0,0.0,2.2,2.8,0.14,35.0
SaladClay,Base.SaladClay,Base.CannedTomatoOpen,6,false,false,0.5,45.0,9.0,0.0,1.5,0.35,52.5
SaladClay,Base.SaladClay,Base.CannedTomato_Open,6,false,false,0.125,7.0,1.75,0.1,0.65,0.0875,8.166667
SaladClay,Base.SaladClay,Base.Capers,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Carrots,4,false,false,0.5,12.5,3.0,0.075,0.3,0.35,14.583333
SaladClay,Base.SaladClay,Base.Cauliflower,9,false,false,1.0,24.0,3.0,0.0,4.0,0.7,28.0
SaladClay,Base.SaladClay,Base.Chamomile,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Cheese,5,false,false,0.333333,37.666667,0.29,3.11,2.133333,0.233333,43.944444
SaladClay,Base.SaladClay,Base.Chicken,10,true,false,0.30303,69.69697,0.0,2.727273,11.515152,0.212121,81.313131
SaladClay,Base.SaladClay,Base.ChickenFillet,6,true,false,0.2,46.0,0.0,1.8,7.6,0.14,53.666667
SaladClay,Base.SaladClay,Base.ChickenFried,15,false,false,1.0,260.0,17.0,14.0,16.0,0.7,303.333333
SaladClay,Base.SaladClay,Base.ChickenNuggets,5,false,false,0.5,115.0,5.1,4.05,13.2205,0.35,134.166667
SaladClay,Base.SaladClay,Base.ChickenWings,15,true,false,0.789474,150.0,0.0,4.736842,17.368421,0.552632,175.0
SaladClay,Base.SaladClay,Base.Chives,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.ChivesDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Cilantro,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.CilantroDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.CilantroSeed,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.CommonMallow,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Corn,7,true,false,0.5,44.0,13.37,0.965,2.34,0.35,51.333333
SaladClay,Base.SaladClay,Base.Crayfish,10,true,false,1.0,40.0,0.0,2.0,8.0,0.7,46.666667
SaladClay,Base.SaladClay,Base.Cucumber,10,false,false,1.0,33.0,6.1,0.63,2.37,0.7,38.5
SaladClay,Base.SaladClay,Base.Daikon,4,false,false,0.333333,18.0,4.196667,0.09,0.446667,0.233333,21.0
SaladClay,Base.SaladClay,Base.Dandelions,5,false,false,1.0,25.0,5.0,0.5,1.5,0.7,29.166667
SaladClay,Base.SaladClay,Base.DeadBird,10,true,false,0.666667,107.333333,0.333333,1.333333,14.666667,0.466667,125.222222
SaladClay,Base.SaladClay,Base.DeadMouse,10,true,false,1.0,220.0,0.7,3.15,9.5,0.7,256.666667
SaladClay,Base.SaladClay,Base.DeadMousePups,5,true,false,1.0,110.0,0.35,1.58,4.2,0.7,128.333333
SaladClay,Base.SaladClay,Base.DeadMousePupsSkinned,5,true,false,1.0,110.0,0.35,1.58,4.2,0.7,128.333333
SaladClay,Base.SaladClay,Base.DeadMouseSkinned,10,true,false,1.0,220.0,0.7,3.15,9.5,0.7,256.666667
SaladClay,Base.SaladClay,Base.DeadRat,10,true,false,0.454545,147.272727,0.0,7.272727,18.181818,0.318182,171.818182
SaladClay,Base.SaladClay,Base.DeadRatBaby,10,true,false,0.833333,145.5,0.0,7.166667,18.0,0.583333,169.75
SaladClay,Base.SaladClay,Base.DeadRatBabySkinned,10,true,false,0.833333,145.5,0.0,7.166667,18.0,0.583333,169.75
SaladClay,Base.SaladClay,Base.DeadRatSkinned,10,true,false,0.454545,147.272727,0.0,7.272727,18.181818,0.318182,171.818182
SaladClay,Base.SaladClay,Base.DeadSquirrel,10,true,false,0.3125,150.0,0.0,4.6875,26.5,0.21875,175.0
SaladClay,Base.SaladClay,Base.DriedApricots,8,false,false,0.5,120.5,31.3,0.25,1.7,0.35,140.583333
SaladClay,Base.SaladClay,Base.Egg,7,true,false,1.0,63.0,0.32,4.18,5.55,0.7,73.5
SaladClay,Base.SaladClay,Base.EggBoiled,10,false,false,1.0,63.0,0.32,4.18,5.55,0.7,73.5
SaladClay,Base.SaladClay,Base.EggOmelette,20,false,false,1.0,120.0,0.52,6.18,10.55,0.7,140.0
SaladClay,Base.SaladClay,Base.EggPoached,10,false,false,1.0,63.0,0.32,4.18,5.55,0.7,73.5
SaladClay,Base.SaladClay,Base.EggScrambled,20,false,false,1.0,120.0,0.52,6.18,10.55,0.7,140.0
SaladClay,Base.SaladClay,Base.Eggplant,8,true,false,0.5,57.0,13.5,0.4,2.25,0.35,66.5
SaladClay,Base.SaladClay,Base.FishFillet,10,true,false,0.4,82.0,0.4,4.8,11.408,0.28,95.666667
SaladClay,Base.SaladClay,Base.FishFingers,5,false,false,0.5,115.0,5.1,4.05,13.2205,0.35,134.166667
SaladClay,Base.SaladClay,Base.FishFried,10,false,false,0.333333,70.0,2.333333,4.0,5.333333,0.233333,81.666667
SaladClay,Base.SaladClay,Base.FishRoe,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.FlaxSeed,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.FourLeafClover,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.FriedOnionRings,5,false,false,0.5,100.0,11.0,6.0,1.0,0.35,116.666667
SaladClay,Base.SaladClay,Base.FriedOnionRingsCraft,5,true,false,0.5,100.0,11.0,6.0,1.0,0.35,116.666667
SaladClay,Base.SaladClay,Base.FrogMeat,10,true,false,1.0,66.0,0.0,0.28,14.6,0.7,77.0
SaladClay,Base.SaladClay,Base.Garlic,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.GingerPickled,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.GingerRoot,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.GrapeLeaves,4,false,false,1.0,73.0,11.0,2.0,4.0,0.7,85.166667
SaladClay,Base.SaladClay,Base.Grapefruit,10,false,false,0.5,7.5,50.555,1.89,8.78,0.35,8.75
SaladClay,Base.SaladClay,Base.Grapes,5,false,false,0.333333,20.666667,5.26,0.106667,0.193333,0.233333,24.111111
SaladClay,Base.SaladClay,Base.GreenOnions,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.HamSlice,10,false,false,1.0,260.0,15.16,13.0,19.5,0.7,303.333333
SaladClay,Base.SaladClay,Base.Kale,8,false,false,0.5,89.0,20.705,0.355,4.57,0.35,103.833333
SaladClay,Base.SaladClay,Base.Lavender,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.LavenderPetalsDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Leek,6,false,false,0.5,27.0,70.0,0.15,0.65,0.35,31.5
SaladClay,Base.SaladClay,Base.Lettuce,5,false,false,0.333333,18.0,3.443333,0.18,1.633333,0.233333,21.0
SaladClay,Base.SaladClay,Base.Lobster,5,true,false,0.125,15.0,0.0,0.875,3.5,0.0875,17.5
SaladClay,Base.SaladClay,Base.Marigold,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.MayonnaiseFull,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.MushroomGeneric1,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
SaladClay,Base.SaladClay,Base.MushroomGeneric2,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
SaladClay,Base.SaladClay,Base.MushroomGeneric3,15,false,false,1.0,32.0,2.56,0.32,2.36,0.7,37.333333
SaladClay,Base.SaladClay,Base.MushroomGeneric4,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
SaladClay,Base.SaladClay,Base.MushroomGeneric5,15,false,false,1.0,32.0,2.56,0.32,2.36,0.7,37.333333
SaladClay,Base.SaladClay,Base.MushroomGeneric6,13,false,false,1.0,30.0,2.12,0.24,2.04,0.7,35.0
SaladClay,Base.SaladClay,Base.MushroomGeneric7,13,false,false,1.0,32.0,2.12,0.24,2.04,0.7,37.333333
SaladClay,Base.SaladClay,Base.MushroomsButton,4,false,false,0.571429,8.571429,0.605714,0.068571,0.582857,0.4,10.0
SaladClay,Base.SaladClay,Base.Mustard,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.MuttonChop,10,true,false,0.333333,78.0,0.026667,3.666667,11.0,0.233333,91.0
SaladClay,Base.SaladClay,Base.Nettles,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.OilOlive,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.OilVegetable,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Olives,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Onion,2,false,false,0.2,5.6,1.308,0.014,0.154,0.14,6.533333
SaladClay,Base.SaladClay,Base.OpenBeans,8,false,false,0.333333,56.666667,11.0,0.333333,2.333333,0.233333,66.111111
SaladClay,Base.SaladClay,Base.Orange,6,false,false,0.5,32.5,8.135,0.15,0.5,0.35,37.916667
SaladClay,Base.SaladClay,Base.Oregano,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.OreganoDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Oysters,5,true,false,1.0,15.0,10.0,4.0,22.0,0.7,17.5
SaladClay,Base.SaladClay,Base.OystersFried,6,true,false,1.0,25.0,11.0,4.0,20.0,0.7,29.166667
SaladClay,Base.SaladClay,Base.Parsley,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.ParsleyDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Peanuts,4,false,false,0.5,80.5,2.285,6.98,3.655,0.35,93.916667
SaladClay,Base.SaladClay,Base.Pear,8,false,false,0.5,37.5,10.065,0.105,0.135,0.35,43.75
SaladClay,Base.SaladClay,Base.Peas,5,false,false,0.25,29.75,5.1125,0.2125,1.9875,0.175,34.708333
SaladClay,Base.SaladClay,Base.Pepper,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.PepperHabanero,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.PepperHabaneroDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.PepperJalapeno,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.PepperJalapenoDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Pickles,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.PoppySeed,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Pork,10,true,false,0.166667,50.0,0.0,2.0,8.333333,0.116667,58.333333
SaladClay,Base.SaladClay,Base.PorkChop,10,true,false,0.333333,50.0,0.0,2.0,8.333333,0.233333,58.333333
SaladClay,Base.SaladClay,Base.Potato,9,true,false,0.5,35.0,7.5,0.075,1.5,0.35,40.833333
SaladClay,Base.SaladClay,Base.PowderedGarlic,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.PowderedOnion,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.PumpkinSeed,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Rabbitmeat,10,true,false,0.333333,323.0,6.666667,6.666667,61.666667,0.233333,376.833333
SaladClay,Base.SaladClay,Base.RedRadish,3,false,false,1.0,1.0,0.15,0.0,0.0,0.7,1.166667
SaladClay,Base.SaladClay,Base.RemouladeFull,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.RiceVinegar,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.RosePetalsDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Rosehips,3,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Roses,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Salmon,10,true,false,0.333333,90.0,0.0,3.516667,11.426667,0.233333,105.0
SaladClay,Base.SaladClay,Base.Salt,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.SeasoningSalt,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Seasoning_Basil,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Seasoning_Chives,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Seasoning_Cilantro,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Seasoning_Oregano,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Seasoning_Parsley,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.SesameOil,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Shrimp,10,true,false,1.0,80.0,0.0,7.0,10.0,0.7,93.333333
SaladClay,Base.SaladClay,Base.ShrimpFried,15,false,false,1.0,160.0,17.0,14.0,16.0,0.7,186.666667
SaladClay,Base.SaladClay,Base.ShrimpFriedCraft,15,true,false,1.0,160.0,17.0,14.0,16.0,0.7,186.666667
SaladClay,Base.SaladClay,Base.Smallanimalmeat,10,true,false,0.666667,134.0,3.333333,4.833333,30.0,0.466667,156.333333
SaladClay,Base.SaladClay,Base.Smallbirdmeat,10,true,false,0.666667,174.0,3.333333,5.5,60.0,0.466667,203.0
SaladClay,Base.SaladClay,Base.Soysauce,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Spinach,5,false,false,1.0,24.0,3.0,0.0,4.0,0.7,28.0
SaladClay,Base.SaladClay,Base.Squash,10,true,false,0.5,101.0,5.11,5.15,8.63,0.35,117.833333
SaladClay,Base.SaladClay,Base.Squid,10,true,false,0.333333,68.333333,0.333333,4.333333,10.84,0.233333,79.722222
SaladClay,Base.SaladClay,Base.SquidCalamari,10,true,false,1.0,105.0,3.0,0.0,18.0,0.7,122.5
SaladClay,Base.SaladClay,Base.Steak,10,true,false,0.25,55.0,0.0,2.3375,7.905,0.175,64.166667
SaladClay,Base.SaladClay,Base.Strewberrie,5,false,false,1.0,4.0,0.92,0.04,0.08,0.7,4.666667
SaladClay,Base.SaladClay,Base.SunflowerSeeds,5,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.SweetPotato,9,true,false,0.5,35.0,7.26,0.075,1.44,0.35,40.833333
SaladClay,Base.SaladClay,Base.Thistle,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Tofu,10,false,false,1.0,30.0,1.0,1.0,5.0,0.7,35.0
SaladClay,Base.SaladClay,Base.TofuFried,15,false,false,1.0,35.0,3.0,1.0,5.0,0.7,40.833333
SaladClay,Base.SaladClay,Base.Tomato,6,false,false,0.5,7.0,1.75,0.1,0.65,0.35,8.166667
SaladClay,Base.SaladClay,Base.TomatoPaste,3,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.TurkeyEgg,10,true,false,1.0,71.0,0.37,4.54,5.78,0.7,82.833333
SaladClay,Base.SaladClay,Base.TurkeyFillet,20,true,false,0.4,92.0,0.0,4.0,12.8,0.28,107.333333
SaladClay,Base.SaladClay,Base.TurkeyLegs,10,true,false,0.238095,54.761905,0.0,2.142857,9.047619,0.166667,63.888889
SaladClay,Base.SaladClay,Base.TurkeyWings,25,true,false,0.833333,166.666667,0.0,8.333333,26.666667,0.583333,194.444444
SaladClay,Base.SaladClay,Base.Turnip,9,false,false,0.5,35.0,7.26,0.075,1.44,0.35,40.833333
SaladClay,Base.SaladClay,Base.Venison,10,true,false,0.125,55.0,0.0,2.3375,7.8275,0.0875,64.166667
SaladClay,Base.SaladClay,Base.Vinegar2,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Vinegar_Jug,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Violets,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Wasabi,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.WatermelonSliced,6,false,false,1.0,135.5,34.11,0.67,2.75,0.7,158.083333
SaladClay,Base.SaladClay,Base.WatermelonSmashed,12,false,false,1.0,271.0,68.2,1.35,5.51,0.7,316.166667
SaladClay,Base.SaladClay,Base.WildEggs,7,true,false,1.0,63.0,0.32,4.18,5.55,0.7,73.5
SaladClay,Base.SaladClay,Base.WildGarlic2,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.WildGarlicDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladClay,Base.SaladClay,Base.Zucchini,10,false,false,1.0,33.0,6.1,0.63,2.37,0.7,38.5
Sandwich,Base.Sandwich,Base.Avocado,8,false,false,0.5,113.5,5.875,10.48,1.335,0.35,132.416667
Sandwich,Base.Sandwich,Base.BBQSauce,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandwich,Base.Sandwich,Base.Bacon,4,true,false,0.333333,53.333333,0.0,4.666667,3.333333,0.233333,62.222222
Sandwich,Base.Sandwich,Base.BaconBits,1,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandwich,Base.Sandwich,Base.BaconRashers,4,true,false,1.0,40.0,0.0,3.5,2.5,0.7,46.666667
Sandwich,Base.Sandwich,Base.BaloneySlice,5,false,false,1.0,33.0,0.33,1.06,3.78,0.7,38.5
Sandwich,Base.Sandwich,Base.BalsamicVinegar,2,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandwich,Base.Sandwich,Base.Banana,8,false,false,0.5,52.5,13.475,0.195,0.645,0.35,61.25
Sandwich,Base.Sandwich,Base.Basil,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandwich,Base.Sandwich,Base.BasilDried,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandwich,Base.Sandwich,Base.BeanBowl,8,false,false,0.333333,56.666667,11.0,0.333333,2.333333,0.233333,66.111111
Sandwich,Base.Sandwich,Base.Beef,5,true,false,0.0625,27.5,0.0,1.16875,3.91375,0.04375,32.083333
Sandwich,Base.Sandwich,Base.BeefJerky,5,false,false,0.25,102.5,2.75,6.5,8.25,0.175,119.583333
Sandwich,Base.Sandwich,Base.BellPepper,2,false,false,0.25,7.5,1.75,0.0,0.25,0.175,8.75
Sandwich,Base.Sandwich,Base.Butter,4,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandwich,Base.Sandwich,Base.Cabbage,6,false,false,0.25,45.0,10.25,0.175,2.25,0.175,52.5
Sandwich,Base.Sandwich,Base.CannedBellPepper_Open,2,false,false,0.041667,7.5,1.75,0.0,0.25,0.029167,8.75
Sandwich,Base.Sandwich,Base.CannedCabbage_Open,6,false,false,0.125,45.0,10.25,0.175,2.25,0.0875,52.5
Sandwich,Base.Sandwich,Base.CannedCarrotsOpen,6,false,false,0.5,5.25,14.0,0.0,0.0,0.35,6.125
Sandwich,Base.Sandwich,Base.CannedCarrots_Open,4,false,false,0.1,12.5,3.0,0.075,0.3,0.07,14.583333
Sandwich,Base.Sandwich,Base.CannedChiliOpen,8,false,false,0.5,130.0,16.5,3.5,8.0,0.35,151.666667
Sandwich,Base.Sandwich,Base.CannedCornedBeefOpen,8,false,false,0.333333,240.0,0.0,16.0,26.0,0.233333,280.0
Sandwich,Base.Sandwich,Base.CannedEggplant_Open,4,false,false,0.083333,28.5,6.75,0.2,1.125,0.058333,33.25
Sandwich,Base.Sandwich,Base.CannedRedRadish_Open,3,false,false,0.066667,1.0,0.15,0.0,0.0,0.046667,1.166667
Sandwich,Base.Sandwich,Base.CannedRoe_Open,2,false,false,0.2,30.0,0.0,2.2,2.8,0.14,35.0
Sandwich,Base.Sandwich,Base.CannedSardinesOpen,7,false,false,0.5,75.0,0.0,5.5,7.0,0.35,87.5
Sandwich,Base.Sandwich,Base.CannedTomatoOpen,6,false,false,0.5,45.0,9.0,0.0,1.5,0.35,52.5
Sandwich,Base.Sandwich,Base.CannedTomato_Open,6,false,false,0.125,7.0,1.75,0.1,0.65,0.0875,8.166667
Sandwich,Base.Sandwich,Base.Capers,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandwich,Base.Sandwich,Base.Carrots,4,false,false,0.5,12.5,3.0,0.075,0.3,0.35,14.583333
Sandwich,Base.Sandwich,Base.Cheese,5,false,false,0.333333,37.666667,0.29,3.11,2.133333,0.233333,43.944444
Sandwich,Base.Sandwich,Base.Chicken,10,true,false,0.30303,69.69697,0.0,2.727273,11.515152,0.212121,81.313131
Sandwich,Base.Sandwich,Base.ChickenFillet,6,true,false,0.2,46.0,0.0,1.8,7.6,0.14,53.666667
Sandwich,Base.Sandwich,Base.ChickenFried,15,false,false,1.0,260.0,17.0,14.0,16.0,0.7,303.333333
Sandwich,Base.Sandwich,Base.ChickenNuggets,5,false,false,0.5,115.0,5.1,4.05,13.2205,0.35,134.166667
Sandwich,Base.Sandwich,Base.ChickenWings,15,true,false,0.789474,150.0,0.0,4.736842,17.368421,0.552632,175.0
Sandwich,Base.Sandwich,Base.Chives,1,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
